0,100
1,98
2,97
3,96
4,95
5,94
6,92
7,91
8,90
9,88
10,88
11,86
12,85
13,84
14,82
15,82
16,80
17,79
18,78
19,76
20,76
21,74
22,72
23,72
24,70
25,70
26,68
27,67
28,66
29,64
30,63
31,62
32,60
33,60
34,58
35,57
36,56
37,54
38,54
39,52
40,51
41,50
42,48
43,48
44,46
45,44
46,44
47,42
48,42
49,40
50,39
51,38
52,36
53,35
54,34
55,32
56,32
57,30
58,29
59,28
60,26
61,26
62,24
63,23
64,22
65,20
66,20
67,18
68,18
69,16
70,14
71,14
72,12
73,11
74,10
75,8
76,7
77,6
78,6
79,4
80,2
81,2
82,0
