0,100
1,99
2,99
3,99
4,98
5,98
6,98
7,97
8,97
9,97
10,96
11,96
12,96
13,96
14,95
15,95
16,95
17,94
18,94
19,94
20,93
21,93
22,93
23,93
24,92
25,92
26,92
27,91
28,91
29,91
30,90
31,90
32,90
33,90
34,89
35,89
36,89
37,88
38,88
39,88
40,87
41,87
42,87
43,86
44,86
45,86
46,86
47,85
48,85
49,85
50,84
51,84
52,84
53,83
54,83
55,83
56,83
57,82
58,82
59,82
60,81
61,81
62,81
63,80
64,80
65,80
66,79
67,79
68,79
69,79
70,78
71,78
72,78
73,77
74,77
75,77
76,77
77,76
78,76
79,76
80,75
81,75
82,75
83,74
84,74
85,74
86,73
87,73
88,73
89,73
90,72
91,72
92,72
93,71
94,71
95,71
96,70
97,70
98,70
99,70
100,69
101,69
102,69
103,68
104,68
105,68
106,67
107,67
108,67
109,66
110,66
111,66
112,66
113,65
114,65
115,65
116,64
117,64
118,64
119,63
120,63
121,63
122,63
123,62
124,62
125,62
126,61
127,61
128,61
129,60
130,60
131,60
132,60
133,59
134,59
135,59
136,58
137,58
138,58
139,57
140,57
141,57
142,57
143,56
144,56
145,56
146,55
147,55
148,55
149,54
150,54
151,54
152,53
153,53
154,53
155,53
156,52
157,52
158,52
159,51
160,51
161,51
162,50
163,50
164,50
165,50
166,49
167,49
168,49
169,48
170,48
171,48
172,47
173,47
174,47
175,46
176,46
177,46
178,46
179,45
180,45
181,45
182,44
183,44
184,44
185,43
186,43
187,43
188,43
189,42
190,42
191,42
192,41
193,41
194,41
195,40
196,40
197,40
198,40
199,39
200,39
201,39
202,38
203,38
204,38
205,37
206,37
207,37
208,37
209,36
210,36
211,36
212,35
213,35
214,35
215,34
216,34
217,34
218,33
219,33
220,33
221,33
222,32
223,32
224,32
225,31
226,31
227,31
228,30
229,30
230,30
231,30
232,29
233,29
234,29
235,28
236,28
237,28
238,27
239,27
240,27
241,26
242,26
243,26
244,26
245,25
246,25
247,25
248,24
249,24
250,24
251,23
252,23
253,23
254,23
255,22
256,22
257,22
258,21
259,21
260,21
261,20
262,20
263,20
264,19
265,19
266,19
267,19
268,18
269,18
270,18
271,17
272,17
273,17
274,16
275,16
276,16
277,16
278,15
279,15
280,15
281,14
282,14
283,14
284,13
285,13
286,13
287,12
288,12
289,12
290,12
291,11
292,11
293,11
294,10
295,10
296,10
297,9
298,9
299,9
300,9
301,8
302,8
303,8
304,7
305,7
306,7
307,6
308,6
309,6
310,5
311,5
312,5
313,5
314,4
315,4
316,4
317,3
318,3
319,3
320,2
321,2
322,2
323,2
324,1
325,1
326,1
327,0
