0,100
1,99
2,98
3,96
4,96
5,94
6,92
7,92
8,90
9,89
10,88
11,87
12,85
13,84
14,84
15,82
16,80
17,80
18,78
19,77
20,76
21,75
22,73
23,72
24,71
25,70
26,68
27,68
28,66
29,64
30,64
31,62
32,61
33,60
34,59
35,57
36,56
37,56
38,54
39,52
40,52
41,50
42,49
43,48
44,47
45,45
46,44
47,44
48,42
49,40
50,40
51,38
52,36
53,36
54,34
55,33
56,32
57,31
58,29
59,28
60,28
61,26
62,24
63,24
64,22
65,21
66,20
67,19
68,17
69,16
70,16
71,14
72,12
73,12
74,10
75,8
76,8
77,6
78,5
79,4
80,3
81,1
82,0
