0,100
1,99
2,98
3,98
4,97
5,96
6,96
7,96
8,94
9,94
10,94
11,92
12,92
13,92
14,91
15,90
16,90
17,90
18,88
19,88
20,88
21,86
22,86
23,86
24,85
25,84
26,84
27,83
28,82
29,82
30,82
31,80
32,80
33,80
34,79
35,78
36,78
37,77
38,76
39,76
40,76
41,74
42,74
43,74
44,72
45,72
46,72
47,71
48,70
49,70
50,70
51,68
52,68
53,68
54,66
55,66
56,66
57,65
58,64
59,64
60,63
61,62
62,62
63,62
64,60
65,60
66,60
67,58
68,58
69,58
70,57
71,56
72,56
73,56
74,54
75,54
76,54
77,52
78,52
79,52
80,51
81,50
82,50
83,49
84,48
85,48
86,48
87,46
88,46
89,46
90,44
91,44
92,44
93,43
94,42
95,42
96,42
97,40
98,40
99,40
100,38
101,38
102,38
103,37
104,36
105,36
106,36
107,34
108,34
109,34
110,32
111,32
112,32
113,30
114,30
115,30
116,29
117,28
118,28
119,28
120,26
121,26
122,26
123,24
124,24
125,24
126,23
127,22
128,22
129,22
130,20
131,20
132,20
133,18
134,18
135,18
136,16
137,16
138,16
139,15
140,14
141,14
142,14
143,12
144,12
145,12
146,10
147,10
148,10
149,9
150,8
151,8
152,8
153,6
154,6
155,6
156,4
157,4
158,4
159,3
160,2
161,2
162,1
163,0
